Party,Criminal Case,Total Assets,Liabilities,state,Education
BJD,0,4500000,98000,ODISHA,Graduate
BJP,2,3200000,0,ODISHA,Post Graduate
AITC,2,3500000,0,WEST BENGAL,10th Pass
BJP,6,60000000,6900000,UTTAR PRADESH,Graduate
BJP,0,100000000,9000000,GUJARAT,Post Graduate
AAP,0,0,600000,PUNJAB,Post Graduate
BJP,1,30000000,1100000,MADHYA PRADESH,Graduate
CPI(M),1,5800000,0,TRIPURA,10th Pass
BJP,0,0,0,RAJASTHAN,Graduate Professional
INC,0,300000000,0,GOA,Others
INC,0,0,1000000,HARYANA,Graduate
BJP,0,20000000,1800000,HARYANA,Graduate Professional
BJP,0,30000000,0,TRIPURA,Graduate
TDP,0,170000000,10000000,ANDHRA PRADESH,Graduate
BJP,1,10000000,400000,GUJARAT,8th Pass
BJP,1,20000000,700000,RAJASTHAN,Post Graduate
JD(U),0,30000000,0,BIHAR,Graduate
RJD,4,90000000,30000000,BIHAR,Graduate Professional
BJP,0,20000000,0,MADHYA PRADESH,Graduate
DMK,14,80000000,7600000,TAMIL NADU,Post Graduate
BJD,2,20000000,3700000,ODISHA,Graduate Professional
BJP,0,10000000,0,MANIPUR,12th Pass
INC,0,6400000,0,RAJASTHAN,Graduate Professional
IND,12,270000000,40000000,KERALA,12th Pass
BJP,0,20000000,3700000,WEST BENGAL,Graduate
BJP,0,2900000,0,ODISHA,Graduate Professional
BJD,1,10000000,600000,ODISHA,Graduate
INC,73,6800000,0,TAMIL NADU,Post Graduate
AITC,4,20000000,800000,WEST BENGAL,12th Pass
BJP,0,400000,0,WEST BENGAL,8th Pass
BJP,0,20000000,1600000,ARUNACHAL PRADESH,12th Pass
BJP,0,5700000,500000,RAJASTHAN,Post Graduate
AITC,0,90000000,1200000,WEST BENGAL,Post Graduate
INC,0,40000000,0,KARNATAKA,12th Pass
BJP,0,60000000,300000,UTTAR PRADESH,Graduate
BJP,0,9200000,2000000,UTTAR PRADESH,10th Pass
NCP,3,100000000,9600000,MAHARASHTRA,Graduate
AITC,0,6000000,1000000,WEST BENGAL,12th Pass
AITC,0,500000,0,WEST BENGAL,10th Pass
INC,1,0,710000000,PUNJAB,10th Pass
BJP,1,40000000,600000,MADHYA PRADESH,Graduate
BJP,0,6600000,3500000,WEST BENGAL,Post Graduate
INC,0,30000000,4500000,UTTARAKHAND,Graduate Professional
INC,14,10000000,6900000,KERALA,Graduate Professional
BJP,0,30000000,0,ODISHA,Post Graduate
JD(S),2,700000000,40000000,KARNATAKA,Graduate
INC,0,180000000,70000000,KARNATAKA,Graduate
BJP,3,530000000,80000000,GUJARAT,Others
AAP,2,0,300000,PUNJAB,Post Graduate
BJP,0,330000000,0,GUJARAT,10th Pass
SP,1,6400000,0,UTTAR PRADESH,10th Pass
BJP,0,310000000,70000000,GUJARAT,10th Pass
INC,8,1380000000,240000000,KARNATAKA,Graduate
BJD,2,30000000,5700000,ODISHA,Graduate Professional
BJP,0,5600000,0,WEST BENGAL,10th Pass
BJP,0,10000000,2600000,ODISHA,Doctorate
BJP,4,4200000,300000,WEST BENGAL,12th Pass
CPI(M),0,10000000,0,ASSAM,Graduate
IND,1,160000000,20000000,GUJARAT,Post Graduate
RJD,1,140000000,30000000,BIHAR,10th Pass
AAP,0,50000000,1400000,DELHI,Graduate Professional
BJP,1,30000000,0,BIHAR,12th Pass
INC,1,50000000,0,MADHYA PRADESH,Post Graduate
BJP,0,20000000,0,UTTAR PRADESH,12th Pass
INC,1,110000000,9500000,ASSAM,Graduate
BJP,0,90000000,10000000,UTTAR PRADESH,Post Graduate
BJP,1,920000000,180000000,MAHARASHTRA,12th Pass
INC,1,5700000,300000,ODISHA,10th Pass
BJP,0,0,230000000,MADHYA PRADESH,Graduate Professional
BJP,0,20000000,7500000,RAJASTHAN,Graduate
YSRCP,4,50000000,1800000,ANDHRA PRADESH,10th Pass
AAP,1,9000000,2200000,PUNJAB,Graduate
AAP,1,70000000,4100000,PUNJAB,Graduate
DMK,6,10000000,1100000,TAMIL NADU,Graduate Professional
INC,2,50000000,0,UTTAR PRADESH,Graduate Professional
YSRCP,1,90000000,9500000,ANDHRA PRADESH,8th Pass
BJP,1,20000000,6600000,MANIPUR,Graduate Professional
BJP,1,10000000,4100000,CHHATTISGARH,12th Pass
BJP,0,40000000,10000000,GUJARAT,12th Pass
BJP,1,60000000,20000000,KARNATAKA,12th Pass
INC,2,440000000,80000000,MAHARASHTRA,10th Pass
JMM,0,70000000,0,JHARKHAND,12th Pass
INC,0,100000000,10000000,HARYANA,Graduate
BJP,1,5000000,1600000,ASSAM,Doctorate
BJP,0,110000000,0,CHHATTISGARH,Post Graduate
BJP,9,270000000,10000000,MAHARASHTRA,Post Graduate
BJP,0,80000000,10000000,GUJARAT,12th Pass
BJP,0,20000000,1000000,HARYANA,Graduate Professional
DMK,7,90000000,60000000,TAMIL NADU,8th Pass
DMK,4,150000000,9400000,TAMIL NADU,8th Pass
BJP,0,180000000,50000000,MADHYA PRADESH,Graduate Professional
BJP,1,110000000,9100000,GUJARAT,Graduate
BJP,0,9500000,0,MANIPUR,Graduate
INC,0,70000000,7600000,MADHYA PRADESH,Post Graduate
INC,1,440000000,8900000,MADHYA PRADESH,Doctorate
BJP,0,10000000,1200000,ASSAM,Graduate
RJD,4,10000000,100000,BIHAR,Doctorate
INC,0,30000000,1800000,GUJARAT,12th Pass
INC,1,40000000,0,KARNATAKA,Post Graduate
BJP,0,30000000,30000000,MAHARASHTRA,Graduate
INC,1,330000000,2800000,CHHATTISGARH,Post Graduate
BJP,0,40000000,700000,BIHAR,12th Pass
BJP,0,100000000,0,NAGALAND,Graduate
INC,0,10000000,2600000,RAJASTHAN,12th Pass
SP,0,20000000,6500000,UTTAR PRADESH,10th Pass
AITC,0,150000000,1400000,WEST BENGAL,12th Pass
BJP,0,0,10000000,UTTAR PRADESH,Graduate
BJP,1,30000000,0,GUJARAT,5th Pass
YSRCP,1,90000000,0,ANDHRA PRADESH,12th Pass
BJP,2,0,210000000,MAHARASHTRA,Graduate
BJP,0,10000000,0,HIMACHAL PRADESH,10th Pass
SHS,0,40000000,10000000,MAHARASHTRA,10th Pass
AITC,1,320000000,410000000,WEST BENGAL,Graduate
BJP,1,20000000,5400000,GUJARAT,12th Pass
INC,1,150000000,9100000,HARYANA,Graduate
BJP,0,10000000,1400000,GUJARAT,Graduate
BJP,0,320000000,70000000,UTTAR PRADESH,Graduate
BJP,3,40000000,0,MAHARASHTRA,Doctorate
BJP,5,30000000,2700000,BIHAR,12th Pass
INC,1,40000000,10000000,KARNATAKA,Graduate
AIADMK,0,0,1000000,TAMIL NADU,12th Pass
BJD,0,0,1000000,ODISHA,Post Graduate
CPI(M),1,10000000,0,KERALA,10th Pass
BJP,1,4900000,100000,WEST BENGAL,Post Graduate
BJP,0,10000000,500000,MADHYA PRADESH,10th Pass
BJP,2,50000000,20000000,ASSAM,Graduate
RJD,0,10000000,0,BIHAR,Doctorate
INC,0,10000000,0,CHHATTISGARH,12th Pass
CPI(M),5,900000,300000,KERALA,Post Graduate
BJP,0,40000000,1800000,GUJARAT,12th Pass
INC,0,60000000,10000000,CHHATTISGARH,Graduate
INC,0,60000000,1000000,PUDUCHERRY,Graduate
BJP,0,30000000,0,RAJASTHAN,10th Pass
BJP,0,2500000,1100000,UTTARAKHAND,Graduate
NDPP,0,460000000,800000,NAGALAND,Graduate
BJP,0,0,10000000,KARNATAKA,10th Pass
YSRCP,0,420000000,60000000,ANDHRA PRADESH,Graduate
INC,0,100000000,3300000,HARYANA,12th Pass
DMK,2,410000000,130000000,TAMIL NADU,Post Graduate
YSRCP,9,0,8200000,ANDHRA PRADESH,12th Pass
BJP,1,2200000,0,ODISHA,Graduate
BJP,0,1100000000,620000000,KARNATAKA,Graduate
YSRCP,2,6600000,700000,ANDHRA PRADESH,Graduate
AITC,7,0,0,WEST BENGAL,Graduate Professional
AITC,0,60000000,10000000,WEST BENGAL,Graduate
BJP,0,20000000,5000000,UTTARAKHAND,Graduate
BJP,0,10000000,0,ASSAM,12th Pass
DMK,2,40000000,8200000,TAMIL NADU,8th Pass
AITC,0,10000000,0,WEST BENGAL,Graduate Professional
RJD,0,50000000,0,BIHAR,12th Pass
SP,0,30000000,900000,UTTAR PRADESH,Post Graduate
INC,0,20000000,6500000,HIMACHAL PRADESH,Post Graduate
BJP,1,20000000,1900000,TRIPURA,Graduate Professional
BJP,0,6500000,500000,UTTAR PRADESH,Post Graduate
NCP,0,590000000,30000000,MAHARASHTRA,Graduate Professional
YSRCP,0,0,100000,ANDHRA PRADESH,Graduate
AIADMK,0,7000000,1400000,TAMIL NADU,Graduate Professional
BJP,0,20000000,8500000,HIMACHAL PRADESH,12th Pass
BJP,0,130000000,0,MAHARASHTRA,Graduate
INC,2,1340000000,190000000,KARNATAKA,Graduate
RJD,3,10000000,100000,BIHAR,12th Pass
BJD,2,3600000,0,ODISHA,Post Graduate
BJD,0,2400000,3000,ODISHA,Post Graduate
BJP,0,10000000,1500000,UTTAR PRADESH,Post Graduate
BJP,0,0,2900000,UTTAR PRADESH,Post Graduate
BJP,0,50000000,0,GUJARAT,Post Graduate
SHS,3,0,9800000,MAHARASHTRA,8th Pass
AAP,4,9200000,0,PUNJAB,12th Pass
BJP,0,5800000,82000,MADHYA PRADESH,Post Graduate
BJP,2,90000000,5900000,TAMIL NADU,Post Graduate
BJP,2,100000000,40000000,MAHARASHTRA,Graduate
CPI(M),6,51000,0,MAHARASHTRA,12th Pass
INC,0,30000000,3100000,RAJASTHAN,Graduate Professional
BJP,0,300000000,10000000,MADHYA PRADESH,Graduate Professional
INC,1,1200000,200000,ASSAM,Graduate
JD(U),0,20000000,0,ARUNACHAL PRADESH,Post Graduate
BJD,0,10000000,100000,ODISHA,Graduate Professional
BJP,0,120000000,3300000,HARYANA,12th Pass
INC,3,920000000,60000000,HIMACHAL PRADESH,Graduate Professional
BJP,0,3300000,300000,GUJARAT,Graduate
BJP,0,1280000000,20000000,HIMACHAL PRADESH,12th Pass
BJP,2,80000000,5300000,UTTAR PRADESH,Graduate Professional
INC,1,3630000000,140000000,KARNATAKA,Graduate Professional
BJP,0,20000000,3900000,TRIPURA,Graduate Professional
TDP,1,6680000000,150000000,ANDHRA PRADESH,Post Graduate
BJP,0,10000000,0,ARUNACHAL PRADESH,Post Graduate
YSRCP,0,170000000,20000000,ANDHRA PRADESH,Graduate
BJP,6,5000000,0,WEST BENGAL,Graduate
DMK,0,1120000000,260000000,TAMIL NADU,10th Pass
BJP,0,170000000,0,UTTAR PRADESH,12th Pass
JD(U),1,20000000,84000,BIHAR,Graduate
BJP,0,1100000,0,BIHAR,Graduate Professional
INC,1,640000000,40000000,MADHYA PRADESH,Post Graduate
BJP,0,20000000,40000000,UTTAR PRADESH,Graduate
BJP,8,140000000,60000000,MAHARASHTRA,Post Graduate
AITC,0,6800000,0,WEST BENGAL,12th Pass
BJP,2,20000000,600000,UTTAR PRADESH,Graduate Professional
BJP,0,0,0,HARYANA,Graduate Professional
NPP,0,450000000,30000000,MEGHALAYA,12th Pass
IND,0,690000000,170000000,PUNJAB,Post Graduate
INC,0,80000000,5200000,HIMACHAL PRADESH,Graduate Professional
BJP,2,3500000,100000,WEST BENGAL,10th Pass
BJP,3,10000000,0,MADHYA PRADESH,Graduate
BJP,27,80000000,10000000,MAHARASHTRA,Graduate
RJD,3,70000000,5200000,BIHAR,Graduate Professional
BJP,1,8800000,0,UTTAR PRADESH,Post Graduate
YSRCP,0,30000000,100000,ANDHRA PRADESH,Graduate
AITC,4,4300000,0,WEST BENGAL,12th Pass
BJP,0,4000000,0,GUJARAT,10th Pass
SP,2,30000000,3200000,UTTAR PRADESH,Graduate Professional
BJP,0,30000000,0,BIHAR,Graduate Professional
DMK,22,280000000,30000000,TAMIL NADU,8th Pass
BJP,0,30000000,3000000,RAJASTHAN,Graduate
BJP,0,60000000,2000000,MADHYA PRADESH,12th Pass
INC,0,380000000,80000000,MADHYA PRADESH,Graduate
INC,2,320000000,0,GUJARAT,Graduate Professional
BJP,2,70000000,2100000,MADHYA PRADESH,Graduate
BJP,0,90000000,1100000,TRIPURA,Graduate
BJD,0,6200000,200000,ODISHA,Graduate
BJP,0,10000000,0,RAJASTHAN,Graduate Professional
AITC,0,1800000,2300000,WEST BENGAL,Post Graduate
AITC,1,0,20000000,WEST BENGAL,Graduate
BJP,2,1910000000,320000000,MAHARASHTRA,Graduate Professional
Sikkim Krantikari Morcha,0,1400000,0,SIKKIM,Graduate
INC,13,510000000,230000000,KARNATAKA,Graduate Professional
BJP,0,90000000,30000000,GUJARAT,12th Pass
INC,2,0,1100000,TRIPURA,Graduate Professional
BJP,0,80000000,10000000,UTTAR PRADESH,Post Graduate
INC,0,60000000,0,KARNATAKA,Post Graduate
JD(U),0,70000000,5100000,BIHAR,Graduate
INC,1,0,60000000,KARNATAKA,Graduate
BJP,0,4300000,0,GUJARAT,Graduate
BJP,0,60000000,1600000,HARYANA,Graduate
RJD,4,10000000,0,BIHAR,Graduate
BJP,0,1600000,0,CHHATTISGARH,5th Pass
AITC,0,20000000,0,WEST BENGAL,Doctorate
INC,3,90000000,3800000,TRIPURA,Graduate Professional
BJP,0,10000000,600000,TRIPURA,12th Pass
INC,4,210000000,70000000,KARNATAKA,Graduate
BJP,0,320000000,120000000,UTTAR PRADESH,Post Graduate
BJP,0,90000000,9900000,UTTAR PRADESH,Graduate
INC,0,0,300000,MADHYA PRADESH,Graduate Professional
AITC,5,120000000,60000000,WEST BENGAL,Graduate
INC,0,5500000,1500000,CHHATTISGARH,Post Graduate
YSRCP,3,680000000,200000000,ANDHRA PRADESH,Graduate
AAP,0,0,130000000,PUNJAB,10th Pass
INC,0,10000000,0,MADHYA PRADESH,Graduate Professional
AAP,2,4700000,600000,PUNJAB,12th Pass
SP,0,130000000,2100000,UTTAR PRADESH,Post Graduate
JD(U),0,6100000,800000,BIHAR,Post Graduate
BJP,0,20000000,2500000,GUJARAT,10th Pass
INC,1,630000000,90000000,RAJASTHAN,Post Graduate
DMK,9,40000000,10000000,TAMIL NADU,8th Pass
BJP,0,3700000,1300000,MADHYA PRADESH,Post Graduate
BJP,2,190000000,50000000,UTTAR PRADESH,12th Pass
RJD,8,2200000,0,BIHAR,Graduate Professional
BJP,0,30000000,2500000,CHHATTISGARH,Post Graduate
BJP,0,120000000,0,UTTAR PRADESH,Graduate
DMK,7,230000000,40000000,TAMIL NADU,Post Graduate
INC,2,1350000000,1140000000,KARNATAKA,Graduate
AITC,2,30000000,0,WEST BENGAL,Graduate
SHS,2,10000000,2000000,MAHARASHTRA,Graduate
BJP,5,10000000,200000,RAJASTHAN,Graduate
AIADMK,0,180000000,3700000,TAMIL NADU,10th Pass
BJP,0,60000000,10000000,MAHARASHTRA,Graduate Professional
BJP,0,20000000,0,ASSAM,Post Graduate
DMK,11,20000000,4000000,TAMIL NADU,Post Graduate
BJP,3,40000000,0,MAHARASHTRA,Graduate Professional
BJD,0,4000000,0,ODISHA,8th Pass
INC,0,220000000,60000000,KARNATAKA,Graduate Professional
AIADMK,0,140000000,30000000,TAMIL NADU,12th Pass
INC,4,190000000,30000000,RAJASTHAN,Post Graduate
AITC,0,1300000,400000,WEST BENGAL,Post Graduate
SP,3,30000000,1100000,UTTAR PRADESH,Graduate
BJP,0,20000000,0,UTTAR PRADESH,Graduate Professional
BJP,8,2500000,0,WEST BENGAL,12th Pass
NPP,0,50000000,5200000,MANIPUR,Post Graduate
INC,1,10000000,300000,HIMACHAL PRADESH,Post Graduate
INC,5,720000000,420000000,KARNATAKA,8th Pass
BJD,2,10000000,2900000,ODISHA,8th Pass
BJP,1,70000000,0,UTTAR PRADESH,Doctorate
AAP,0,0,50000000,DELHI,12th Pass
BJD,0,5100000,400000,ODISHA,12th Pass
INC,1,20000000,100000,KERALA,Graduate Professional
NPP,0,30000000,3300000,MEGHALAYA,Graduate
BJP,0,10000000,700000,UTTARAKHAND,Post Graduate
AIADMK,0,0,10000000,TAMIL NADU,Graduate Professional
BJP,0,20000000,5900000,MANIPUR,10th Pass
INC,0,0,0,CHHATTISGARH,Post Graduate
BJP,0,110000000,30000000,ASSAM,10th Pass
CPI(M),3,20000000,100000,TRIPURA,12th Pass
AITC,1,40000000,1000000,WEST BENGAL,12th Pass
BJP,0,10000000,1600000,RAJASTHAN,8th Pass
INC,0,0,500000,GOA,Graduate
YSRCP,0,0,6100000,ANDHRA PRADESH,Post Graduate
SP,16,30000000,0,UTTAR PRADESH,Graduate Professional
BJD,0,330000000,210000000,ODISHA,Post Graduate
BJP,0,50000000,900000,UTTAR PRADESH,Post Graduate
AAP,2,10000000,900000,PUNJAB,10th Pass
BJP,0,210000000,6500000,RAJASTHAN,Graduate
SHS,0,10000000,4600000,MAHARASHTRA,Graduate Professional
BJP,8,100000000,5400000,RAJASTHAN,10th Pass
SP,9,40000000,1100000,UTTAR PRADESH,Graduate Professional
SP,5,30000000,0,UTTAR PRADESH,Post Graduate
INC,0,10000000,8500000,PUNJAB,Others
BJP,0,20000000,300000,UTTARAKHAND,8th Pass
SP,1,70000000,3300000,UTTAR PRADESH,12th Pass
BJP,0,8400000,0,ARUNACHAL PRADESH,12th Pass
YSRCP,1,10000000,500000,ANDHRA PRADESH,12th Pass
BJP,1,20000000,2900000,GOA,Others
RJD,0,40000000,1900000,BIHAR,Graduate
AITC,0,20000000,0,WEST BENGAL,Graduate
JMM,2,100000000,3600000,JHARKHAND,Graduate
BJP,0,0,2400000,RAJASTHAN,10th Pass
BJP,0,60000000,0,MADHYA PRADESH,Graduate
BJP,0,10000000,0,BIHAR,Graduate
BJP,0,0,20000000,GUJARAT,Graduate Professional
INC,0,170000000,20000000,KARNATAKA,Graduate Professional
RJD,5,20000000,5000000,BIHAR,12th Pass
AITC,9,6400000,400000,WEST BENGAL,Graduate
BJP,0,60000000,6100000,ASSAM,12th Pass
INC,0,20000000,8900000,RAJASTHAN,Graduate
INC,7,20000000,1100000,MAHARASHTRA,12th Pass
INC,2,40000000,4100000,KARNATAKA,Graduate
JMM,0,0,0,JHARKHAND,10th Pass
BJP,2,120000000,20000000,UTTAR PRADESH,Post Graduate
SP,0,20000000,10000000,UTTAR PRADESH,Graduate
BJP,2,30000000,6200000,JHARKHAND,Graduate
INC,0,150000000,30000000,KARNATAKA,Post Graduate
DMK,12,70000000,10000000,TAMIL NADU,Graduate
BJP,0,510000000,70000000,RAJASTHAN,12th Pass
INC,5,10000000,1900000,KERALA,Post Graduate
INC,1,510000000,300000000,RAJASTHAN,12th Pass
AAP,2,10000000,100000,DELHI,12th Pass
AITC,2,8300000,200000,WEST BENGAL,10th Pass
INC,0,60000000,8400000,RAJASTHAN,Graduate
INC,0,240000000,10000000,HARYANA,8th Pass
INC,2,690000000,260000000,KARNATAKA,Graduate
BJP,0,30000000,5600000,HIMACHAL PRADESH,10th Pass
INC,3,30000000,900000,BIHAR,Post Graduate
BJP,2,460000000,140000000,MAHARASHTRA,12th Pass
BJP,1,0,6300000,MAHARASHTRA,10th Pass
BJD,1,3100000,0,ODISHA,Graduate Professional
BJP,0,30000000,20000000,KARNATAKA,Graduate Professional
BJP,3,30000000,10000000,ASSAM,Graduate
BJP,0,40000000,10000000,ASSAM,Graduate Professional
RJD,3,20000000,1300000,BIHAR,10th Pass
INC,7,0,5800000,KARNATAKA,Graduate Professional
BJP,0,150000000,7400000,HIMACHAL PRADESH,10th Pass
INC,0,7100000,0,HIMACHAL PRADESH,Post Graduate
YSRCP,2,90000000,20000000,ANDHRA PRADESH,12th Pass
CPI(M),0,10000000,0,KERALA,10th Pass
AITC,0,90000000,30000000,WEST BENGAL,12th Pass
SHS,0,0,4500000,MAHARASHTRA,10th Pass
BJP,0,10000000,0,WEST BENGAL,Post Graduate
RJD,4,70000000,130000000,BIHAR,10th Pass
IND,0,10000000,0,ARUNACHAL PRADESH,10th Pass
INC,1,40000000,2200000,MAHARASHTRA,Post Graduate
IND,0,2000000,600000,MEGHALAYA,Post Graduate
JMM,1,30000000,5200000,JHARKHAND,12th Pass
BJP,2,160000000,5600000,MAHARASHTRA,Graduate
BJP,0,40000000,20000000,GUJARAT,10th Pass
NPP,0,10000000,0,MEGHALAYA,12th Pass
BJP,0,40000000,1100000,UTTAR PRADESH,10th Pass
BJP,0,10000000,300000,ASSAM,12th Pass
BJP,0,50000000,3000000,UTTAR PRADESH,Graduate
RJD,0,20000000,0,BIHAR,Post Graduate
AITC,4,10000000,1400000,WEST BENGAL,12th Pass
BJP,1,400000,0,TRIPURA,8th Pass
BJP,0,30000000,10000000,RAJASTHAN,Graduate
BJP,1,4900000,2000000,WEST BENGAL,Post Graduate
AITC,0,500000,0,MEGHALAYA,Graduate
AITC,0,9000000,0,WEST BENGAL,Post Graduate
BJP,0,20000000,900000,MAHARASHTRA,10th Pass
DMK,3,60000000,3800000,TAMIL NADU,Post Graduate
YSRCP,3,130000000,30000000,ANDHRA PRADESH,12th Pass
INC,5,30000000,6100000,ASSAM,12th Pass
AITC,0,310000000,0,WEST BENGAL,Graduate
BJP,0,120000000,8900000,GUJARAT,Graduate
IND,0,1400000,0,NAGALAND,Post Graduate
YSRCP,0,50000000,2700000,ANDHRA PRADESH,12th Pass
BJP,0,50000000,600000,CHHATTISGARH,Others
YSRCP,5,20000000,100000,ANDHRA PRADESH,Graduate Professional
SP,1,30000000,10000000,UTTAR PRADESH,12th Pass
BJP,2,20000000,3600000,HIMACHAL PRADESH,Doctorate
BJP,6,800000,300000,WEST BENGAL,Graduate
BJP,0,70000000,2100000,TRIPURA,Graduate
BJP,1,6800000,3500000,TRIPURA,Graduate
AAP,0,70000000,7800000,DELHI,Post Graduate
BJP,3,0,900000,MAHARASHTRA,Graduate
BJP,2,30000000,1500000,UTTAR PRADESH,Graduate Professional
INC,0,180000000,10000000,MAHARASHTRA,Post Graduate
BJP,0,260000000,20000000,UTTAR PRADESH,Post Graduate
BJP,1,80000000,30000000,MADHYA PRADESH,Graduate
AAP,1,40000000,800000,DELHI,Graduate
INC,0,330000000,0,PUNJAB,12th Pass
INC,0,5200000,1200000,MEGHALAYA,12th Pass
SP,3,110000000,30000000,UTTAR PRADESH,Graduate
INC,1,9400000,1700000,BIHAR,Graduate Professional
AITC,0,300000,0,WEST BENGAL,Graduate
BJP,4,20000000,4700000,UTTAR PRADESH,8th Pass
INC,7,0,700000,ODISHA,Graduate
BJP,0,20000000,9600000,KARNATAKA,Graduate Professional
BJP,1,40000000,4600000,KARNATAKA,Post Graduate
INC,6,270000000,1500000,MADHYA PRADESH,Graduate
BJP,0,40000000,700000,UTTAR PRADESH,Post Graduate
NPP,0,160000000,0,MEGHALAYA,Graduate
AAP,0,560000000,1900000,DELHI,8th Pass
BJP,1,10000000,200000,BIHAR,12th Pass
CPI(M),0,2700000,2500000,TRIPURA,Graduate
JD(U),0,0,0,BIHAR,Post Graduate
AITC,2,50000000,1300000,WEST BENGAL,12th Pass
YSRCP,0,10000000,1000000,ANDHRA PRADESH,Post Graduate
SP,0,10000000,0,UTTAR PRADESH,12th Pass
SP,2,60000000,2000000,UTTAR PRADESH,Graduate Professional
INC,0,30000000,0,RAJASTHAN,Graduate Professional
JD(U),0,0,2800000,MANIPUR,12th Pass
BJP,0,560000000,20000000,RAJASTHAN,12th Pass
BJP,0,10000000,2100000,UTTAR PRADESH,8th Pass
CPI(M),0,20000000,10000000,KERALA,Post Graduate
NPP,0,70000000,0,MANIPUR,12th Pass
NPP,0,220000000,0,NAGALAND,Post Graduate
INC,1,710000000,160000000,KARNATAKA,10th Pass
BJP,0,20000000,0,RAJASTHAN,12th Pass
BJP,0,50000000,10000000,RAJASTHAN,Graduate
BJP,0,70000000,2900000,ARUNACHAL PRADESH,10th Pass
NCP,0,20000000,0,KERALA,10th Pass
NDPP,0,60000000,1900000,NAGALAND,Post Graduate
BJP,1,140000000,1100000,MADHYA PRADESH,Post Graduate
BJP,0,1200000,80000,ODISHA,12th Pass
BJP,0,50000000,2800000,UTTAR PRADESH,10th Pass
BJP,1,60000000,6700000,MADHYA PRADESH,12th Pass
BJP,0,9900000,7100000,GUJARAT,Post Graduate
YSRCP,4,790000000,70000000,ANDHRA PRADESH,12th Pass
BJP,0,10000000,700000,BIHAR,10th Pass
JMM,0,5100000,1900000,JHARKHAND,Graduate
BJP,0,10000000,3000000,MADHYA PRADESH,Post Graduate
IND,1,50000000,8500000,MAHARASHTRA,Graduate Professional
DMK,16,50000000,6700000,TAMIL NADU,10th Pass
AITC,0,30000000,4800000,WEST BENGAL,Graduate
JD(S),0,40000000,10000000,KARNATAKA,Graduate
BJP,0,8100000,0,WEST BENGAL,10th Pass
AAP,0,170000000,4000000,PUNJAB,Graduate Professional
YSRCP,3,610000000,100000,ANDHRA PRADESH,Post Graduate
YSRCP,0,90000000,4000000,ANDHRA PRADESH,Graduate Professional
BJP,1,20000000,3200000,UTTAR PRADESH,Graduate Professional
SP,1,110000000,40000000,UTTAR PRADESH,Post Graduate
BJP,0,0,0,CHHATTISGARH,12th Pass
INC,0,1870000000,1110000000,KARNATAKA,Graduate
JMM,5,90000000,600000,JHARKHAND,Graduate
BJP,0,110000000,2500000,UTTAR PRADESH,Graduate
INC,0,0,20000000,PUNJAB,Graduate
BJP,0,210000000,1600000,UTTAR PRADESH,Graduate
BJP,2,50000000,4200000,MAHARASHTRA,Graduate
BJP,0,40000000,0,MADHYA PRADESH,Graduate
BJP,1,8900000,0,MADHYA PRADESH,Graduate
BJP,1,50000000,10000000,JHARKHAND,12th Pass
BJP,0,30000000,2800000,UTTAR PRADESH,Graduate Professional
INC,0,3600000,1200000,RAJASTHAN,Graduate Professional
AITC,0,8300000,0,WEST BENGAL,Graduate Professional
DMK,38,80000000,10000000,TAMIL NADU,Graduate
AITC,0,30000000,1600000,WEST BENGAL,Graduate Professional
BJP,0,60000000,10000000,UTTARAKHAND,Post Graduate
BJP,2,9900000,1000000,ODISHA,10th Pass
BJP,0,100000000,0,GUJARAT,Post Graduate
DMK,7,0,7200000,TAMIL NADU,Graduate Professional
BJP,0,10000000,0,ARUNACHAL PRADESH,Post Graduate
NCP,4,50000000,9000000,MAHARASHTRA,Post Graduate
BJP,0,110000000,40000000,CHHATTISGARH,Doctorate
BJP,0,10000000,1400000,MADHYA PRADESH,Post Graduate
BJP,3,330000000,30000000,KARNATAKA,Graduate
BJP,0,0,0,UTTARAKHAND,12th Pass
BJP,0,7500000,0,ASSAM,Graduate
BJP,0,80000000,0,UTTAR PRADESH,Post Graduate
BJP,0,60000000,0,UTTAR PRADESH,Graduate Professional
INC,0,20000000,3400000,KARNATAKA,10th Pass
INC,25,5600000,1300000,KERALA,Post Graduate
BJP,2,10000000,300000,BIHAR,Graduate
BJP,2,240000000,30000000,DELHI,Graduate
BJP,0,30000000,0,RAJASTHAN,8th Pass
BJP,0,10000000,0,UTTAR PRADESH,10th Pass
AAP,2,10000000,900000,DELHI,12th Pass
DMK,26,20000000,2000000,TAMIL NADU,Graduate
BJP,0,20000000,4400000,RAJASTHAN,Graduate Professional
INC,0,1000000,0,CHHATTISGARH,8th Pass
BJP,1,120000000,10000000,CHHATTISGARH,Graduate
BJP,1,40000000,1200000,UTTAR PRADESH,Post Graduate
BJP,2,140000000,20000000,MADHYA PRADESH,Post Graduate
BJP,0,40000000,0,RAJASTHAN,Graduate Professional
INC,2,120000000,10000000,KARNATAKA,Post Graduate
INC,5,10000000,2300000,RAJASTHAN,Post Graduate
JD(U),0,70000000,1000000,MANIPUR,Post Graduate
BJP,3,480000000,60000000,GOA,12th Pass
BJP,0,20000000,10000000,CHHATTISGARH,Post Graduate
INC,1,3100000,0,MADHYA PRADESH,12th Pass
BJD,11,20000000,500000,ODISHA,12th Pass
